total_sqft,price
1146,38.5
2475,332.0
1455,145.0
800,50.0
765,30.0
1521,94.99
1600,55.0
3155,370.0
2900,240.0
1765,105.0
1980,88.0
1900,135.0
1265,70.0
1034,40.0
1012,59.0
1070,54.0
3555,230.0
1270,70.0
585,70.0
2045,154.0
1490,98.0
6150,830.0
883,40.0
671,36.85
1156,32.0
2017,125.0
3122,235.0
1635,62.0
4400,120.0
1296,89.0
2400,280.0
1139,62.0
1230,47.0
581.91,25.0
1245,86.28
1158,85.0
3951,220.0
550,15.0
360,26.0
1350,55.0
1670,120.0
1600,65.0
1307,51.6
1050,57.0
1703,101.0
1210,58.0
1025,29.6
1140,43.0
1343,56.41
1560,85.0
925,51.0
1420,75.0
1415,110.0
1210,60.0
1852,160.0
1250,50.0
1100,65.0
1150,40.25
1100,53.35
1350,100.0
1546,99.0
1424,90.0
1398,68.0
1650,200.0
1200,120.0
1476,105.0
500,70.0
1322,58.82
432,40.0
1100,55.0
4750,600.0
1285,68.0
1150,80.0
1430,56.0
1350,62.0
1350,195.0
1185,65.0
1760,67.0
2400,350.0
900,41.0
1297,105.0
1840,155.0
950,50.79
1200,70.0
950,52.0
1250 - 1305,95.815
1571,89.0
1031,55.0
1485,90.0
1109,60.0
2200,180.0
950,50.0
1200,150.0
1161,55.15
2350,300.0
1003,40.6
1350,185.0
1080,37.0
1255,73.0
1250,60.0
1700,152.0
1200,66.0
824,60.0
1875,167.0
1320,38.12
9600,550.0
1330,47.0
1220,56.0
1111,50.0
1197,47.88
2519,185.0
1340,100.0
1450,132.0
1837,145.0
1200,245.0
1238,55.0
1405,59.01
1690,80.0
1620,110.0
1673,115.0
1090,58.0
1112,40.0
1385,66.65
545,27.0
985,58.0
670 - 980,36.29
1080,37.8
1430,97.52
1050,43.0
2000,139.0
4800,190.0
1533,115.0
2800,500.0
2610,399.0
1750,150.0
1200,66.0
1352,87.5
1754,125.0
1560,85.0
3012,268.0
3584,199.0
1470,90.0
1035,45.0
2400,329.0
1160,52.0
1100,52.0
1170,38.0
595,31.83
1650,110.0
1875,235.0
800,80.0
1375,48.06
1235,46.8
750,25.0
1400,115.0
1270,50.79
1105,51.0
1375,85.0
2168,95.0
1200,90.0
1065,40.84
3800,580.0
3125,350.0
825,45.0
1095,40.0
720,65.0
1440,60.33
870,39.5
1195,84.0
1200,49.5
1530,61.2
1708,90.5
975,43.0
750,25.0
1200,190.0
1920,130.0
1200,240.0
1183,58.56
1140,90.0
1550,65.0
1110,53.0
1500,165.0
1105,38.67
1800,68.0
2800,200.0
1000,29.9
1190,68.0
1350,200.0
3067,230.0
1929,103.0
1525,100.0
1775,110.0
1125,63.0
900,42.0
1155,58.0
1200,75.0
1268,73.0
1500,88.0
630,47.0
1525,65.0
1060,48.0
1687,127.0
1847,123.0
1410,53.0
1075,42.99
3526,492.0
3000,338.0
1500,143.0
1010,46.0
1875,110.0
1200,137.0
983,50.6
1101,65.0
1140,76.0
1215,110.0
1007,42.0
2039,168.0
1020,110.0
1198,84.0
4000,520.0
1470,34.5
1370,75.0
1316,55.5
1350,55.5
1050,43.0
1005.03 - 1252.49,47.405
921,34.0
1010,49.27
1015,43.0
1200,66.5
1179,75.0
1850,86.0
870,24.0
1605,85.0
2800,89.0
2475,320.0
3000,510.0
2400,110.0
1000,55.0
1200,80.0
1200,125.0
1200,66.0
1200,50.0
1255,57.5
1085,30.38
1592,125.0
1313,58.27
1934,150.0
1200,49.5
3600,120.0
935,45.0
877,30.0
936,42.0
1470,110.0
1050,70.0
1232,69.61
2225,169.0
1200,80.0
1901,119.0
1819,100.0
1464,56.0
2400,460.0
3630 - 3800,200.5
5000,290.0
1200,169.0
1256,60.0
1100,44.0
4800,302.0
1435,70.0
3245,250.0
1845,110.0
2400,130.0
1140,46.0
1200,60.0
2254,170.0
1750,150.0
1020,37.0
515,25.0
1893,140.0
3025,500.0
830,34.0
600,36.5
1075,90.0
3200,1200.0
1200,78.0
1233,77.65
1255,65.26
1200,37.8
2145,175.0
1500,85.0
740,34.0
1250,48.0
1210,40.0
1525,60.0
540,36.0
1240,84.0
1245,68.0
1865,350.0
1004 - 1204,36.43
1075,35.99
2200,55.0
1155,60.0
1520,62.0
3122,245.0
1290,85.0
2300,80.0
3000,200.0
361.33Sq. Yards,270.0
400,14.0
1340,53.6
900,95.0
1800,324.0
987,49.0
1720,100.0
1040,50.0
900,64.0
1030,50.0
2556,133.0
1850,168.0
750,110.0
1028,31.86
1270,83.0
1655,115.0
940,40.0
1050,85.0
600,40.0
946,38.0
1726,145.0
2121,253.0
1404,75.0
1525,48.0
1025,57.0
1575,150.0
860,43.0
1223,42.81
3750,550.0
1197,47.8
1150,52.75
4800,629.0
1040,46.0
1310,80.0
1788,98.34
1144,38.55
1070,39.0
1200,70.0
1862,120.0
1200,58.5
970,27.0
1646,79.5
4395,242.0
1200,100.0
1995,135.0
2400,450.0
1085,47.74
1139,56.8
1092,44.0
1767,98.0
1700,80.0
1692,88.0
1645,100.0
1345,57.0
1100,60.0
1408,62.0
2400,240.0
1920,200.0
6040,170.0
2072,150.0
1420,158.0
2040,137.0
1220,56.0
1200,145.0
1300,79.0
1150,39.0
1470,86.0
1063,31.9
1311,48.0
3500,350.0
600,100.0
1400,55.0
2200,62.0
1430,56.0
1060,55.0
1000,110.0
1760,145.0
2010,92.0
1480,64.23
1230,43.5
1300,65.0
800,120.0
4850,385.0
1100,52.0
1752.12,116.0
957,46.9
645 - 936,41.9
1942,102.0
1000,53.0
668,36.85
3000,1000.0
600,80.0
1089,43.55
1800,90.0
960,18.0
1036,39.35
1583,105.0
3300,150.0
1100,65.0
800,100.0
1246,65.0
850,28.0
1196,51.51
1697,114.0
1000,64.0
1567,90.0
1200,36.0
3750,290.0
950,45.0
1022,52.0
1018,23.45
2000,25.0
1322,68.0
1800,145.0
1460,58.39
990,44.55
2400,260.0
1635,85.0
3526,558.0
3400,210.0
2770,460.0
2710 - 3360,200.0
1533,85.0
1720,134.0
2000,200.0
1185,75.84
900,27.0
395,10.25
1031,56.35
2400,650.0
2650,240.0
2400,415.0
1330,46.55
1259,57.0
1570,88.0
1075,36.0
1216,79.0
1428,66.0
1160,40.59
600,110.0
1475,70.0
1754,135.0
1639,83.0
1804,102.0
1200,56.2
1135,55.0
1260,46.62
1440,110.0
2160,160.0
700,85.0
1220,59.5
1200,67.0
1300,65.0
605,29.0
1230,210.0
1444,75.97
924,45.0
1000,30.0
600,95.0
1200,225.0
845,29.0
700,35.0
1187,58.0
1625,55.0
1200,83.0
1452.55,110.0
2357,151.0
1200,49.5
1139,56.85
600,97.5
1660,75.0
1170,105.0
1448,68.0
1762,110.0
1105,38.65
1825,105.0
296,22.89
1200,85.0
1185,43.0
1320,38.12
1058,48.0
1220,60.0
925,25.0
1200,72.0
1160,40.6
600,72.0
1411,91.72
1550,78.0
3250,230.0
2475,130.0
2249.81 - 4112.19,260.5
2503,188.0
2524,190.0
1063,42.0
1077,37.7
1200,44.0
1500,70.0
1045,76.77
1290,45.15
1400,78.0
1600,58.14
3095,375.0
1545,58.0
1680,112.0
1350,67.5
950,38.0
1050,45.0
1305,49.0
800,120.0
2700,125.0
1100,78.0
3500,160.0
1634,83.33
1352,85.0
1145,65.0
1240,43.79
2200,190.0
1020,39.0
3600,365.0
1168,61.0
1205,75.0
1195,100.0
1028,49.0
1175,48.27
1550,90.0
1826,165.0
2400,160.0
1603,96.0
1350,72.0
714,28.0
1215,65.0
1405,77.0
1142,51.0
4000,170.0
1870,90.0
1313,73.0
1945,120.0
1573,95.0
1255,92.0
1400,91.15
1235,43.63
1380,52.0
1500,250.0
1238,67.0
1465,74.72
1418,103.0
1650,165.0
351,16.0
1279,48.0
1870,200.0
1500,230.0
2526,250.0
1550,150.0
3436 - 3643,424.5
1845,68.27
1360,59.27
1150,75.0
1260,49.5
1200,74.0
965,42.5
1350,48.0
1447,75.97
1229,86.03
1027,43.0
1153,48.5
2830 - 2882,145.5
1065,50.0
1030,61.0
1340,61.0
4000,212.0
600,32.0
1410,44.42
1055,45.35
1304,79.0
2720,485.0
990,31.5
1035,39.33
596 - 804,30.09
1120,43.0
1300,73.0
1239,82.0
1403,51.63
1365,92.0
1165,135.0
1130,45.19
1776.42,105.0
900,175.0
1194,47.0
1107,33.0
2319,180.0
1520,80.0
1536,89.0
3000,240.0
1050,38.0
1850,146.0
1112,62.0
1535,72.5
1050,35.0
2400,370.0
1250,65.0
1187,52.0
1164,56.0
1395,62.78
2072,108.0
1450,60.91
1550,82.0
1315,90.0
3067,230.0
1210,72.0
1075,47.0
11338,1000.0
1215,42.2
1470,75.0
30000,2100.0
1590,125.0
1050,36.75
1306,55.91
2000,250.0
1445,64.0
1220,58.0
3190,160.0
1215,51.26
1920,88.0
1390,60.0
800,75.0
600,100.0
1196,71.74
1550,75.0
1418,101.0
1655,115.0
1115,33.45
1170,68.0
1035,38.3
1306,58.0
750,22.0
1917,122.0
1615,58.0
1071,52.25
1325,119.0
3000,900.0
1400,88.0
1246,82.0
1215,40.0
1200,49.5
450,53.0
1200,60.0
945,50.0
4460,650.0
1175,52.0
920,63.0
3024,350.0
1600,110.0
750,110.0
2400,700.0
955,34.01
1750,100.0
1425,64.0
2150,265.0
1165,40.5
1050,48.0
1370,75.0
1374,72.0
1754,124.0
1847,110.0
1850,139.0
3297,135.0
1187,45.0
1400,40.44
600,30.0
1350,180.0
3000,120.0
693,34.3
1980,224.0
1021,48.0
1165,95.0
1756,92.0
1739,105.0
1280,65.0
1215,58.86
950,46.5
1082,49.0
1050,42.0
1080,53.35
1100,55.0
3200,205.0
1311,78.0
1608,67.98
1160,36.0
1170,71.0
1155,40.6
1255,77.68
1065,44.95
674,21.0
1936,126.0
2289,260.0
1100,38.45
2257,157.0
1055,55.0
1530,51.87
1700,97.0
1575,78.0
3500,330.0
1263,93.32
1255 - 1863,69.315
1043,65.0
1255,53.5
1300 - 1405,93.865
590,13.57
1550,120.0
1220,56.0
1900,160.0
1360,55.0
1100,75.0
1455,73.31
1035,40.5
1152,69.0
1299,82.0
1157,75.0
1050,52.5
1050,40.0
1246,67.4
1929,115.0
1285,60.0
1200,65.0
3161,214.0
1850,170.0
1025,37.0
1124,80.0
1012,54.59
4500,250.0
871,55.0
1020,40.0
1550,73.5
3515,420.0
1410,80.0
3500,150.0
1118,75.0
1098,68.0
1130,45.2
1145,75.0
950,80.0
1051,33.0
600,108.0
1102,53.67
1478,125.0
645,16.45
823,50.63
880,35.0
600,75.0
1991,100.0
1100,50.0
1745,115.0
1226,135.0
680,68.0
1100,70.0
1200,195.0
1450,58.0
3366,120.0
1150,54.0
1843,95.84
2200,195.0
1090,44.0
1132,42.0
1375,80.0
1500,220.0
760,50.3
1180,65.0
918,45.0
600,50.0
1200,53.0
1372,61.0
2400,355.0
1728,95.0
2215,275.0
1200,80.0
1280,56.0
800,110.0
1455,56.0
440,28.0
1500,97.0
1800,110.0
1525,96.0
1204,38.5
1225,53.55
800,98.0
1650,122.0
880,18.0
4200,255.0
1200,55.0
1152,230.0
1005,42.0
1562,103.0
5000,395.0
810,95.0
1200,42.0
1555,82.5
1550,71.0
1190,67.0
1070,50.0
1200 - 2400,28.785
1020,42.48
1610,115.0
700,41.0
1300,49.0
1420,123.0
1200,100.0
1069,65.4
1900,123.0
1655,97.65
1155,40.42
1300,70.0
1100,45.0
1030,42.0
2105,70.2
1700,126.0
1760,139.0
6200,200.0
1400,67.0
1200,53.0
912,55.0
1102,48.0
1535,55.0
1243,46.0
918,63.2
1500,70.0
3000,250.0
1476,89.0
1200,65.0
606,34.78
1100,61.0
1295,59.5
527,26.0
1300,80.0
680,68.0
1260,41.0
1140,75.2
1500,37.5
2321,128.0
1390,62.0
1725,90.0
3067,310.0
1186,63.0
1230,85.0
600,17.0
1313,96.0
900,55.0
1250,66.25
1200,280.0
660,54.0
1036,105.0
2700,450.0
1100,70.0
1500 - 2400,46.8
1500,450.0
525,56.0
1015,56.0
812,26.0
1360,65.0
2167,170.0
1200,35.0
1165,75.0
1274,70.0
1151,39.02
1060,110.0
1626,120.0
1035,35.77
1272,75.0
965,45.0
1600,140.0
1070,42.79
1570,65.0
117Sq. Yards,38.0
780,25.0
1000,65.0
1200,188.0
7500,400.0
1700,100.0
1850,110.0
904,30.0
1121,43.72
1385,58.17
1270,69.85
1450,56.0
2400,325.0
730,35.0
1580,53.56
1111,50.0
1125,88.0
977,36.0
674,19.9
600,83.0
2540,115.0
1290,100.0
600,98.0
795,32.54
700,35.0
1463,142.0
1000,140.0
1306,58.0
2401,185.0
1670,135.0
1875,235.0
1200,90.0
1804,121.0
2065,210.0
1225,40.0
934 - 1437,58.68
900,56.0
1350,91.0
700,36.0
980 - 1030,35.175
1160,46.39
1680,99.27
1043,55.0
1200,120.0
1040,46.0
1357,65.0
1600,104.0
1225,47.0
1500,80.0
1130,40.0
2500,150.0
1700,120.0
1549,65.0
1400,100.0
1080,50.0
1180,100.0
780,150.0
1800,150.0
1225,67.38
890,75.0
1005,39.59
1320,95.0
1475,50.0
1564 - 1850,99.745
1110,51.0
1300,54.0
600,86.0
1128,65.35
1452.19,100.0
2400,290.0
2600,135.0
2500,325.0
630,35.0
1243,48.5
960,32.0
1690,100.0
735,35.0
1365,73.0
2849,300.0
1420,99.39
1570,68.0
850,32.0
1575,110.0
1418,104.0
1050,42.0
1065,42.6
1340,90.0
1610,92.0
1160,33.5
1092,44.0
1194,47.0
1455,61.5
734,19.82
799,38.0
1896,75.0
1100,48.0
1350,79.0
1355,61.0
1128,65.0
1350,90.0
3875,864.0
1493,82.0
1098,43.91
1900,170.0
1460,88.0
2350,285.0
1600,140.0
1091,32.0
1180,42.0
1366,76.85
1685,95.0
1260,100.0
3010,200.0
1330,140.0
1200,130.0
1346,96.17
630,13.86
1446 - 1506,98.94
1850,140.0
2350,423.0
755,34.0
800,98.0
1194,46.0
3850,316.0
4235,365.0
800,52.0
2250,195.0
1352,68.0
2002,112.0
4000,280.0
1060,45.0
1419.59,59.0
1196,51.15
1220,35.24
1595,75.0
1260,75.0
1100,47.0
1550,140.0
1180,52.0
4000,150.0
1662,85.0
1285,60.0
1080,75.0
1862,119.0
1419,48.0
1410,43.71
1560,62.4
1100,150.0
1634,78.0
5530,627.0
1150,44.0
1100,53.0
1616,65.0
1392,99.0
1798,120.0
1675,75.0
792,70.0
2000,103.0
600,89.0
1700,124.0
1248,69.0
1147,54.0
1100,40.0
1527,115.0
2400,235.0
525,25.0
1100,58.0
1118,37.5
1476,75.0
2100,75.0
1215,46.5
1332,79.0
1350,49.0
600,81.0
1243,46.0
1105,49.73
1500,200.0
1200,50.0
1251,47.4
883,45.0
1400,67.0
1800,260.0
1703,113.0
2500,130.0
1250,71.0
933,43.0
461.82,31.7
1262,75.0
915,48.0
1370,61.5
1210,55.0
2392,260.0
1500,85.0
1065,50.0
3100,570.0
1515,65.0
1800,110.0
1445,40.31
1300,55.0
989,60.0
1300,85.0
1185,30.22
1350,110.0
1045,60.0
1205,42.18
1260,75.0
1320,199.0
1500,125.0
1250,42.5
1199,50.0
1385,83.09
1222,250.0
1149,75.0
2180,170.0
1200,110.0
12000,525.0
1200,195.0
1818,135.0
1070,33.0
1640,241.0
1350,54.6
630,27.0
1430,113.0
2430,180.0
1500,220.0
1084,55.0
1186,56.0
1255,50.0
3400,240.0
1541,69.84
3596,282.0
1295,70.0
1000,110.0
2820,285.0
1370,54.79
1100,40.0
4772,510.0
1370,170.0
1370,54.79
1200,62.0
2000,95.0
3500,300.0
1200,240.0
2400,253.0
1220,62.0
1950,130.0
1178,73.0
1286,61.44
1160,42.0
918,55.0
1563,91.84
1326,62.17
1350,140.0
3960,386.0
1240,39.06
1325,50.0
1100,44.0
3875,800.0
1605,50.0
5600,515.0
1260,60.0
1553,83.09
1280,52.0
1550,75.0
1445,125.0
1550,74.0
1515,80.91
1332,86.12
1652,70.0
1570,105.0
5400,725.0
794,60.0
1200,62.0
3600,410.0
1200,175.0
1650,220.0
600,85.0
2800,250.0
1750,110.0
1053,48.0
1100,53.0
1665,70.0
4051,345.0
5500,1500.0
1447,80.0
1012,75.0
1900,60.0
1308,92.66
3250,230.0
1351,53.0
1000,22.0
1200,350.0
1140,49.11
2249.81 - 4112.19,260.5
1250,55.0
1290,45.15
1424,90.0
1320,60.6
1662,85.5
8321,2700.0
1200,45.0
1975,210.0
1295,59.5
1777,100.0
1900,108.0
1576,59.1
1020,41.0
2100,170.0
648,31.75
1167,38.0
1000,160.0
1220,50.89
2350,327.0
1259,67.4
2000,82.0
1800,80.0
1991,160.0
1665,110.0
1234,61.0
1340,64.31
1170,46.79
995,46.0
1075,60.0
1025,54.5
2721,113.0
2000,99.0
2500,155.0
1325,70.0
1314,68.2
2265,136.0
4800,170.0
1026,41.0
1200,66.0
2220,65.0
1070 - 1315,51.22
1420,99.39
1888,95.0
1300,90.87
1216,97.16
3000,342.0
1559,63.0
1290,87.0
2400,245.0
905,55.0
1069,55.0
829,22.8
1900,200.0
3040Sq. Meter,140.0
1300,60.0
1115,33.45
2409,360.0
2150,125.0
1305,69.0
1252,56.32
2400,250.0
1200,46.13
1750,130.0
545,35.0
1375,105.0
1313,66.5
3640,275.0
1693,108.0
1160,41.75
1200,200.0
1255,79.0
1000,75.0
900,45.0
1700,90.0
1875,180.0
1700,88.0
1749,115.0
1500,65.0
1175,48.0
1280,60.0
1200,50.0
1610,115.0
1070,46.0
1200,66.0
1127,50.0
1210,102.0
600,23.0
4190,380.0
1364,70.0
2268,146.0
1150,77.5
1146,39.5
1345,55.0
1110,41.0
750,36.0
1156,49.5
1247,59.8
1058,60.0
950,48.0
420,35.0
600,90.0
1520,103.0
1215,58.86
900,30.0
2350,174.0
1050,46.0
1672,150.0
2800,125.0
1500,65.0
1400,65.0
500Sq. Yards,378.0
2700,130.0
920,37.46
1200,70.0
1250,139.0
1817,153.0
2043,375.0
1140,46.0
4346,450.0
1464,56.0
1468,130.0
1555,82.0
1200,110.0
1150,55.0
970,35.0
2500,95.0
1166,53.0
2779,317.0
1350,58.0
900,46.0
1300,52.0
1190,55.0
1495,75.0
1224,105.0
1350,68.0
940,56.8
1100,55.0
1300,61.0
1480,145.0
1105,46.37
2600,200.0
1517,76.3
3800,200.0
1615,89.75
1500,65.0
1082,50.5
1365,73.0
1000,25.0
1392,98.0
1086,33.66
1586,93.94
1100,60.0
1065,30.75
1500,120.0
1575,120.0
1975,123.0
820,24.0
1745,110.0
1223,60.0
1200,65.0
1200,90.0
665,46.08
1351,70.0
1355,83.87
3900,300.0
1588,75.55
900,60.0
440,50.0
3385,260.0
1370,75.0
1500,71.8
2280,285.0
1100,53.0
1247,53.0
2000,200.0
1020.07,68.38
1033,32.0
1460,73.0
1150,52.8
5965,385.0
1141,46.0
2806 - 3019,125.5
4200,325.0
1665,125.0
1295,64.0
1230,78.0
1080,75.0
1000,60.0
2400,50.0
613 - 648,32.79
1708,75.0
1697,115.0
3537,210.0
615,28.29
1350,83.0
1430 - 1630,66.4
1083,32.49
1460,65.0
1084,58.0
1035,41.43
2400,150.0
460,21.0
950,90.0
1285,55.9
2000,490.0
1200,78.0
1070,35.0
1801,140.0
1697,115.0
1199,65.0
2300,220.0
1340,64.31
3800,205.0
600,50.0
1125,75.0
1200,67.0
1050,41.0
956,49.0
1000,30.0
1596,95.0
1200,150.0
1296,89.06
1200,170.0
1639,123.0
1219,61.25
1200,50.0
1218,73.0
920,37.0
2559,141.0
525,26.0
1427,48.51
1270,45.0
920,65.0
2700,68.0
1740,199.0
1355,40.0
1530,90.0
1372,90.0
2363,120.0
3895,220.0
1950,131.0
885,40.0
600,27.0
1270,128.0
1380,225.0
1339,62.0
1130,36.0
1085,43.0
1430,72.0
1451.5,121.0
6200,720.0
1490,59.6
1650,99.0
1286,57.0
925,63.0
3016,230.0
1000,44.0
1215,39.0
1200,95.0
1336,100.0
673,36.85
1200,58.0
600,63.0
1600,160.0
1200,79.0
2480,750.0
2500,270.0
2400,100.0
1143,65.0
1470,61.74
1584,145.0
1785,94.0
2292,286.0
1460,71.0
1500,80.0
1200,140.0
3300,250.0
1230,48.0
650,20.0
1480,120.0
1220,43.92
1570,115.0
3000,400.0
1665,86.91
1350,380.0
4000,600.0
1100,68.0
1350,87.01
1719,116.0
664,35.0
1011,50.53
2400,130.0
1680,85.0
704 - 730,49.475
700,110.0
1520,150.0
1350,53.0
1760,150.0
875,33.0
1231,48.0
1174,74.0
1560,75.0
1464,56.0
2200,130.0
850,55.0
1750,180.0
2024,157.0
1500,160.0
2100,275.0
2408,260.0
1080,44.0
2070,225.0
1020,29.46
1500,55.0
1575,158.0
3250,180.0
1175,47.0
1030,34.5
1440,115.0
1500,84.0
1380,62.1
1200,50.0
705,36.5
2240,155.0
1584.01,103.0
1340,77.0
1800,70.0
1200,45.0
685,40.0
925,42.0
1230,57.0
1200,185.0
1125,52.0
1100,54.0
2400,149.0
1400,41.58
1200,225.0
1858,98.3
1260,41.0
3530,290.0
1185,60.0
1200,216.0
1255,58.0
3436,475.0
1335,89.0
1999,132.0
1200,125.0
1397,110.0
1200,105.0
3950,450.0
1200,130.0
1616,95.0
1200,350.0
1270,175.0
1140,38.55
525,30.0
1200,98.0
700,162.0
1205.47,81.0
1200,130.0
1700,75.0
750,62.0
1090,54.54
3600,220.0
2400,650.0
923,60.84
3595,360.0
1050,48.0
1495,79.5
1482 - 1846,93.865
1485,85.0
1033,31.5
1400,48.0
500,70.0
944,35.0
3250,290.0
1216,66.48
1100,39.5
1743,93.25
1274,48.42
2500,425.0
1512,110.0
3100,385.0
1650,100.0
1875,55.0
1350,54.0
1219,40.0
1200,150.0
2400,85.0
1141,44.4
1151,43.1
832,77.0
915,38.0
3259,270.0
1115,65.12
2072,139.0
1200,53.0
1300,65.0
1457,85.0
1262,55.0
1196,150.0
900,22.5
420,17.0
1160,46.39
1115,50.0
1315,85.4
1500,57.0
1127,68.0
1397,104.0
1173,60.0
1090,28.0
2720,210.0
1230,76.0
3200,190.0
858,31.57
1868,121.0
1689.28,91.2
600,73.0
1425,49.88
1200,170.0
1350,100.0
4200,180.0
1310,85.0
2805 - 3565,175.0
970,40.0
1397,108.0
1157,40.0
1125,61.2
1157,42.0
1241,82.0
660,62.0
4000,220.0
2340,148.0
596,42.0
10000,550.0
1200,110.0
1910,190.0
1139,80.0
3122,225.0
1033,28.41
1168,64.08
877,42.0
1340,75.0
1405,70.0
1800,65.0
1750,149.0
1360,65.0
675,148.0
985,63.0
1300,129.0
1850,150.0
1490,88.0
620,25.0
1130,42.3
1080,55.0
3126,120.0
1410,52.17
1375,59.0
1290,94.5
1318,85.28
1128,68.0
4428,255.0
1051,56.74
3500,275.0
2400,130.0
1327,85.0
2912,210.0
1301,55.0
650,30.0
1200,67.75
1500,89.99
2700,675.0
1350,145.0
1000,28.88
984,45.91
1819.18,160.0
900,175.0
1355,83.87
2145,270.0
2475,300.0
1118,30.0
910,42.0
1250,39.0
1304,100.0
1615,58.0
1400,68.0
1070,47.5
3500,395.0
1132,89.37
2000,85.0
2400,550.0
794,65.0
1090,43.59
1500,70.0
2059,225.0
525,30.0
1447,75.97
1269,75.0
4800,700.0
1070,37.45
1150,28.0
1208,70.0
1185,45.5
1200,130.0
888,34.0
1015,25.88
532,22.49
1060,62.0
700,35.0
902,42.0
600,95.0
1175,47.0
1365,122.0
984,51.0
2700,100.0
1475,96.0
1300,79.0
1200,220.0
1453,43.59
1550,160.0
1666,95.0
1410,160.0
4025,800.0
1845,91.0
1676,52.0
1137,63.0
1360,70.5
1374,70.0
1700,155.0
3227,250.0
2145,125.0
2400,600.0
2170,151.0
1080,55.0
1790,100.0
550,17.0
1270,50.79
1033,48.0
1000,80.0
2940,280.0
1240,52.6
1650,450.0
883,39.0
1500,97.0
1730,139.0
1915,80.0
1545,79.0
1865,140.0
1150,40.0
1200,49.0
963,40.0
1200,120.0
2600,260.0
1700,108.0
1682,120.0
1371,65.0
901,49.5
600,73.0
1730,120.0
1200,125.0
1500,102.0
3785,280.0
3500,245.0
1203,59.86
1357,54.0
1600,76.0
350,13.5
1665,53.0
1400,200.0
835,46.95
815,160.0
1444,80.0
1277,55.0
1521,94.71
1134,40.0
995,34.82
2760,157.0
1325,92.0
4000,150.0
1525,90.0
1320,73.0
650,23.0
1858,167.0
1150,38.0
769,40.0
1571,105.0
1445,86.56
1590,135.0
902,49.0
2238,140.0
1090,31.49
1712,82.0
1088,68.0
1575,63.1
2150,205.0
1920,150.0
1000,57.0
1100,56.1
1089,45.0
1106,43.09
927,37.0
1339,58.0
923,45.69
2900,285.0
1175,75.0
975,55.0
2400,180.0
1330,72.0
1183,59.74
1758,133.0
1200,265.0
1255,77.68
600,110.0
1100,50.0
1170,46.8
2400,120.0
1530,51.77
1420,107.0
1200,300.0
1045,160.0
1591,115.0
1680,120.0
675,52.0
1055,57.63
1918,129.0
1280,76.0
1560,66.0
1145,49.5
2106,126.0
1801,139.0
1200,120.0
1718,288.0
1306,54.65
1320,92.0
1350,65.0
2990,324.0
3800,300.0
1344,42.0
1893,100.0
1107,43.0
1200,180.0
1190,75.0
1000,35.0
2400,160.0
1000,48.5
2113,155.0
1100,46.0
1200,160.0
1884,120.0
1110,40.0
1027,43.0
1250,40.0
1470,62.0
1150,75.0
1200,165.0
703,52.0
1400,62.0
1195,51.0
1302,69.1
1583,74.4
1488,60.0
600,85.0
1385,34.63
3262,260.0
1600,104.0
1150,90.0
4500,166.0
1263,78.0
1200,110.0
1299,85.0
1330,78.0
1282,52.43
1853,82.0
861,35.0
1600,95.0
1256,62.8
1390,80.0
1550,90.0
1200,150.0
919,49.0
1625,80.0
1195,44.0
2400,600.0
1159,60.0
1386,57.46
1197,79.0
2690,191.0
3293 - 5314,226.0
1295,50.28
1310,37.83
1132,79.28
2350,400.0
2400,500.0
1645,135.0
1200,45.84
3000,330.0
1937,140.0
1015,33.5
1080,39.0
1350,80.99
1149,29.0
1185,59.0
1720,135.0
2080,175.0
1500,87.0
1566,97.0
2386,334.0
1500,110.0
1290,49.02
1531,72.0
1839,165.0
4200,760.0
1400,40.43
550,15.0
1140,39.0
1210 - 1477,57.76
2000,100.0
1100,46.0
1200,55.0
1618,68.0
2830,160.0
1315,74.0
1141,42.75
1080,55.0
1200,60.0
1111,41.88
1022,45.9
1275,65.0
900,70.0
1224,39.2
1135,43.0
1050,52.1
1535,86.0
1392,130.0
1050,72.0
1513,103.0
1621,72.0
892,39.0
1205,40.0
1355,83.87
1250,300.0
1650,345.0
1200,70.0
1400,168.0
726,35.0
1500,149.0
3895,405.0
1079,41.0
1170,46.0
1104,39.0
950,45.0
4818,390.0
1650,52.0
1559,127.0
1100,38.0
1750,150.0
1215,45.5
1868,135.0
1130,32.63
1570,64.5
1691,98.0
4355,350.0
1225,55.0
1690,112.0
1418,103.0
1896,125.0
605,40.0
800,95.0
900,32.5
750,50.0
780,62.0
908,26.0
3369 - 3464,143.0
3216,226.0
2400,225.0
1400,68.0
1092,44.0
1255,74.0
1500,100.0
1296,72.0
925,38.0
1023,42.0
600,75.0
1020,44.5
1530,77.0
1650,71.0
1605,85.0
1925,50.0
1190,50.66
1374,68.0
1140,65.0
1725,130.0
1075,50.0
1574,93.34
965,32.0
1550,83.0
1205,60.0
1082,55.0
1215,52.85
2483,230.0
1200,46.14
1500,19.5
2360,600.0
3198,250.0
1452,60.98
1329,41.0
1125,44.0
1200,70.0
1350,39.97
1125 - 1500,51.19
2600,195.0
1200,160.0
1220,35.23
1255,80.0
1904,155.0
1329,70.0
1200,60.0
2135,160.0
2770,315.0
813,39.0
3884,240.0
3876,300.0
800,30.0
4750,120.0
1500,70.0
1880,95.0
1440,55.0
1575,90.0
1630,97.78
1180,55.0
1090,36.0
1020,48.45
2425,173.0
1097,33.82
